#N	rel_err
1	2661235970397973941370196743244498177334706176.000000000000000
11	6061435676117378249221399824332954008954792019905566736384.000000000000000
21	434197965314663758051081246678091747197225325420133659785807527936.000000000000000
31	249093307816933996055542886535129859167045698754241190549389174762373120.000000000000000
41	5687171849285052642959308937319992491813878596461571366426349158139173011456.000000000000000
51	11451102387442101993958617867469555314130882211799725775722724177208845430423552.000000000000000
61	3281624476620822195291068937209920229026650021401645028971005243592750508707676160.000000000000000
71	184386122073589718504718875364329065835375709759790155256363917072758385080493146112.000000000000000
81	2555511623812280441275933189265140966644826950457844650007163020792195026383445950464.000000000000000
91	10383642345290825474895067581214331474382286987228290838479764387844158996599109844992.000000000000000
101	14152637268346704557586940256662527906789966296255065825806365434306844797506770960384.000000000000000
111	7208398924370710542066241379836652748613724575503785920837562462824345436211506053120.000000000000000
121	1498986414786256267140769736294431194751233894736905259753946492707788179364516986880.000000000000000
131	137025972634688912076300561803959711547471630571480599794215577855658058790001967104.000000000000000
141	5861994260971177358791911285706273336850813732970753500261688178486738313344450560.000000000000000
151	123840058420466092807083302339138401624029328591105060611126218657525579940626432.000000000000000
161	1353621807110918478659082790185491304892760207490803872659837315758664095629312.000000000000000
171	7974216323721125221633411025509675332629849480296206791875731303025713610752.000000000000000
181	26247928955978119358167034657679401882955264473854444668166764343165190144.000000000000000
191	49852403336922521036538899781083187472351581660489582346661653179793408.000000000000000
201	60214344262610257086109140705920852425780481465800503566365053943808.000000000000000
211	4040527545058246055723595449093936595081003964379427012433835720704.000000000000000
221	4001918576907835830786678523038476629768107867256695566612524171264.000000000000000
231	4001902025671480845372317141642462142602721949187489767743433998336.000000000000000
241	4001902021150506008203359682718926249227522896239393717845045018624.000000000000000
251	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
261	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
271	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
281	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
291	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
301	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
311	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
321	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
331	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
341	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
351	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
361	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
371	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
381	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
391	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
401	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
411	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
421	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
431	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
441	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
451	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
461	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
471	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
481	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
491	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
501	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
511	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
521	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
531	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
541	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
551	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
561	4001902021149703842568687694019629301955498906276093284085777039360.000000000000000
