#N	rel_err
1	2661235970397973941370196743244498177334706176.000000000000000
11	6061435676117379643017974732496900354937184060428160860160.000000000000000
21	434197965314664038659395614211452042304713206946473433724855779328.000000000000000
31	249093307816934143175114809660460261568360305183922817948344904388182016.000000000000000
41	5687171849285056660304419584795681346719109449368077671933833615121261264896.000000000000000
51	11451102387442111866985961794705808243945977555902755672137917978688025522077696.000000000000000
61	3281624476620825144035235656811147770731425164173749958033676458967865629415047168.000000000000000
71	184386122073589826344505543966888244503436057838312849804941607235048309494934142976.000000000000000
81	2555511623812282166712519886906087825333792519714207762784406063388833817014501900288.000000000000000
91	10383642345290835827514587767060012626516080402766469515143222643423991740385445543936.000000000000000
101	14152637268346716635643047140149155917612725281049607615247066732483316331924162609152.000000000000000
111	7208398924370716581094294821579966754025104067901056815557913111912581203420201877504.000000000000000
121	1498986414786255404422476387473957765406751110108723703365324971409468784048989011968.000000000000000
131	137025972634686890080300525505975111521340104099180077008383887312721976019233275904.000000000000000
141	5861994260968991918115205386967918141940322204159271789241935983329988851938623488.000000000000000
151	123840058418272832692721013229670886299982287250023671630540532729265485944717312.000000000000000
161	1353621804917539887968666553882940823064574737173056135091825769748408999870464.000000000000000
171	7974214130341168633879554581224982836665889174336325351319469918860611682304.000000000000000
181	26245735576010305007856851294440785609611551602587805049192956252336947200.000000000000000
191	47659023369077649545163651499963849289245984836149012564496153730613248.000000000000000
201	2133165623582336254734913090878936654136629810354023614687725039386624.000000000000000
211	2189339440299889055210023056796283866869728527882880588590178671525888.000000000000000
221	2189378049268039590399195972063862444922909360553066632696856137695232.000000000000000
231	2189378065819275326549741048245021221933028138411714523702144150798336.000000000000000
241	2189378065823796571519180636849392935249878338080685708797366323118080.000000000000000
251	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
261	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
271	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
281	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
291	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
301	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
311	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
321	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
331	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
341	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
351	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
361	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
371	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
381	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
391	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
401	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
411	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
421	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
431	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
441	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
451	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
461	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
471	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
481	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
491	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
501	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
511	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
521	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
531	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
541	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
551	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
561	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
571	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
581	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
591	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
601	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
611	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
621	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
631	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
641	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
651	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
661	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
671	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
681	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
691	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
701	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
711	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
721	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
731	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
741	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
751	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
761	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
771	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
781	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
791	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
801	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
811	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
821	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
831	2189378065823797337766951069793822114423391913235277518166927414919168.000000000000000
