#Precision	Relative Error
0.100000000000000	0.000833611160725
0.010000000000000	0.000008333360492
0.001000000000000	0.000000083487303
0.000100000000000	0.000000003192449
0.000010000000000	-0.000002112360604
0.000001000000000	0.000079624916432
0.000000100000000	-0.038384976041892
0.000000010000000	-1.000000000000000
0.000000001000000	-1.000000000000000
0.000000000100000	-1.000000000000000
0.000000000010000	-1.000000000000000
0.000000000001000	-1.000000000000000
0.000000000000100	-1.000000000000000
0.000000000000010	2404037559894.270019531250000
0.000000000000001	-240403755989528.000000000000000
